,latitude,longitude,jenis_hewan,nama_shelter
95,-8.54913536787988,115.288796836414,Anjing,BAWA (Bali Animal Welfare Association) Main Office
96,-8.56532519439063,115.288840653767,Anjing,BAWA (Bali Animal Welfare Association) Main Office
97,-8.56939195209498,115.27558040164,Anjing,BAWA (Bali Animal Welfare Association) Main Office
98,-8.56080534861672,115.265328130475,Anjing,BAWA (Bali Animal Welfare Association) Main Office
99,-8.54912096872084,115.23511476497,Anjing,BAWA (Bali Animal Welfare Association) Main Office
100,-8.54718219262005,115.30145485065,Anjing,BAWA (Bali Animal Welfare Association) Main Office
101,-8.56174546563679,115.286557762546,Anjing,BAWA (Bali Animal Welfare Association) Main Office
102,-8.56312496637837,115.275840128627,Anjing,BAWA (Bali Animal Welfare Association) Main Office
103,-8.56156773314959,115.269241380337,Anjing,BAWA (Bali Animal Welfare Association) Main Office
104,-8.5355639412397,115.252178076209,Anjing,BAWA (Bali Animal Welfare Association) Main Office
105,-8.53666404741543,115.272783947035,Anjing,BAWA (Bali Animal Welfare Association) Main Office
106,-8.5433679296058,115.277218298128,Anjing,BAWA (Bali Animal Welfare Association) Main Office
107,-8.54653859718969,115.273485151502,Anjing,BAWA (Bali Animal Welfare Association) Main Office
108,-8.54048387343423,115.247126009173,Anjing,BAWA (Bali Animal Welfare Association) Main Office
109,-8.56970186599794,115.25434779537,Anjing,BAWA (Bali Animal Welfare Association) Main Office
110,-8.57174363513428,115.266743104875,Anjing,BAWA (Bali Animal Welfare Association) Main Office
111,-8.56156404242571,115.269118944755,Anjing,BAWA (Bali Animal Welfare Association) Main Office
112,-8.54093903317085,115.274687570955,Kucing,Villa Kitty Foundation
113,-8.54021045908693,115.279937872155,Kucing,Villa Kitty Foundation
114,-8.54475379414899,115.276722970955,Kucing,Villa Kitty Foundation
115,-8.53423593054338,115.278710135311,Kucing,Villa Kitty Foundation
116,-8.54022106896008,115.279953965408,Kucing,Villa Kitty Foundation
117,-8.53982280609302,115.272213911622,Kucing,Villa Kitty Foundation
118,-8.54481529417962,115.280228953766,Kucing,Villa Kitty Foundation
119,-8.56736859567446,115.295203891382,Kucing,Villa Kitty Foundation
120,-8.51981131915938,115.268148230471,Kucing,Villa Kitty Foundation
121,-8.52314650692763,115.290194254697,Kucing,Villa Kitty Foundation
122,-8.52009432144658,115.302874638261,Kucing,Villa Kitty Foundation
123,-8.53440267869753,115.305957299789,Kucing,Villa Kitty Foundation
124,-8.55904877602282,115.258695542121,Kucing,Villa Kitty Foundation
125,-8.56527596769057,115.302731540274,Kucing,Villa Kitty Foundation
126,-8.55222900740225,115.290015697943,Kucing,Villa Kitty Foundation
127,-8.52679905711907,115.283475355799,Kucing,Villa Kitty Foundation
128,-8.50614772092821,115.30873085561,Kucing,Villa Kitty Foundation
129,-8.51055818428694,115.241285151475,Kucing,Villa Kitty Foundation
130,-8.51131451341111,115.252503114661,Kucing,Villa Kitty Foundation
131,-8.52340710421566,115.269329913282,Kucing,Villa Kitty Foundation
132,-8.51538002678095,115.28277831513,Kucing,Villa Kitty Foundation
133,-8.50834558492263,115.318815673582,Kucing,Villa Kitty Foundation
134,-8.57037787983084,115.286031870957,Kucing,Villa Kitty Foundation
135,-8.57506196569629,115.304807607737,Kucing,Villa Kitty Foundation
136,-8.55186292751422,115.31439545065,Kucing,Villa Kitty Foundation
137,-8.54381177183282,115.309149328626,Kucing,Villa Kitty Foundation
138,-8.53206110048891,115.302921300025,Kucing,Villa Kitty Foundation
139,-8.53714108041128,115.282100855613,Kucing,Villa Kitty Foundation
140,-8.56196201936677,115.285833711438,Kucing,Villa Kitty Foundation
141,-8.56491279500712,115.280783199792,Kucing,Villa Kitty Foundation
142,-8.56714384148154,115.258617343969,Kucing,Villa Kitty Foundation
143,-8.56075113704715,115.257428213286,Kucing,Villa Kitty Foundation
144,-8.54827485732828,115.315178455614,Kucing,Villa Kitty Foundation
145,-8.56490649528013,115.322117462546,Kucing,Villa Kitty Foundation
146,-8.43055008027228,115.110351027409,Anjing,Bali Dog Association Sanctuary
147,-8.43341308785839,115.028446172794,Anjing,Bali Dog Association Sanctuary
148,-8.47013763698756,115.053465480749,Anjing,Bali Dog Association Sanctuary
149,-8.41240566185996,115.057766955602,Anjing,Bali Dog Association Sanctuary
150,-8.4369641281556,115.069247928617,Anjing,Bali Dog Association Sanctuary
151,-8.45017428212536,115.053553678462,Anjing,Bali Dog Association Sanctuary
152,-8.42462659981226,115.075397250649,Anjing,Bali Dog Association Sanctuary
153,-8.43660620896842,115.048086598128,Anjing,Bali Dog Association Sanctuary
154,-8.44329206673641,115.054789009136,Anjing,Bali Dog Association Sanctuary
155,-8.47189260243515,115.023569019305,Anjing,Bali Dog Association Sanctuary
156,-8.44174125852181,115.048910374019,Anjing,Bali Dog Association Sanctuary
157,-8.44658172334661,115.059581704875,Anjing,Bali Dog Association Sanctuary
158,-8.43436754692895,115.06252136251,Anjing,Bali Dog Association Sanctuary
159,-6.2149461411789,106.94274002667,Kucing,House Cats Beloved Friend Indonesia
160,-6.20895237227965,106.943731633864,Kucing,House Cats Beloved Friend Indonesia
161,-6.21212653897673,106.938828291148,Kucing,House Cats Beloved Friend Indonesia
162,-6.21138289352878,106.954937200529,Kucing,House Cats Beloved Friend Indonesia
163,-6.21808208075619,106.950526748143,Kucing,House Cats Beloved Friend Indonesia
164,-6.20127866786953,106.9328386337,Kucing,House Cats Beloved Friend Indonesia
165,-6.19842814127873,106.952466577285,Kucing,House Cats Beloved Friend Indonesia
166,-6.18365031060551,106.932742129944,Kucing,House Cats Beloved Friend Indonesia
167,-6.2461140054415,106.958757704865,Kucing,House Cats Beloved Friend Indonesia
168,-6.27275692664498,106.819405499127,Kucing,Kenimal Animal Shelter and rescue
169,-6.27981462617957,106.816548675535,Kucing,Kenimal Animal Shelter and rescue
170,-6.2762563798024,106.815935903683,Kucing,Kenimal Animal Shelter and rescue
171,-6.27714637441464,106.821235058238,Kucing,Kenimal Animal Shelter and rescue
172,-6.27401368598365,106.800937014965,Kucing,Kenimal Animal Shelter and rescue
173,-6.27885084232422,106.834991426953,Kucing,Kenimal Animal Shelter and rescue
174,-6.30255718570253,106.816006841954,Kucing,Kenimal Animal Shelter and rescue
175,-6.24931487319421,106.820665809162,Kucing,Kenimal Animal Shelter and rescue
176,-6.28789818745016,106.798582660053,Kucing,Kenimal Animal Shelter and rescue
177,-6.10489696219541,106.707854955436,Kucing,Tegal Alur Animal Rescue Center
178,-6.10729779001674,106.70215829137,Kucing,Tegal Alur Animal Rescue Center
179,-6.10863832696417,106.703695044744,Kucing,Tegal Alur Animal Rescue Center
180,-6.112057723936,106.711307670825,Kucing,Tegal Alur Animal Rescue Center
181,-6.10597799285515,106.711426693591,Kucing,Tegal Alur Animal Rescue Center
182,-6.11381995956388,106.705680898117,Kucing,Tegal Alur Animal Rescue Center
183,-6.11085447168344,106.70254048184,Anjing,Tegal Alur Animal Rescue Center
184,-6.10188553233834,106.70638704589,Anjing,Tegal Alur Animal Rescue Center
185,-6.10245565540731,106.709311028264,Anjing,Tegal Alur Animal Rescue Center
186,-6.11128501105962,106.719343763553,Anjing,Tegal Alur Animal Rescue Center
187,-6.11781375977205,106.710678868744,Anjing,Tegal Alur Animal Rescue Center
188,-6.11756396197363,106.705771367083,Anjing,Tegal Alur Animal Rescue Center
189,-6.11340345935934,106.710364941035,Anjing,Tegal Alur Animal Rescue Center
190,-6.0994478900372,106.705756422655,Anjing,Tegal Alur Animal Rescue Center
191,-6.10941258937598,106.704804744744,Anjing,Tegal Alur Animal Rescue Center
192,-6.12952354329055,106.709079237529,Lainnya,Tegal Alur Animal Rescue Center
193,-6.10017315926388,106.714751152544,Lainnya,Tegal Alur Animal Rescue Center
194,-6.10998909712393,106.704483020914,Lainnya,Tegal Alur Animal Rescue Center
195,-6.10770488807154,106.709058173424,Lainnya,Tegal Alur Animal Rescue Center
196,-6.10329959151259,106.706295615908,Lainnya,Tegal Alur Animal Rescue Center
197,-6.11641325317414,106.704312754759,Lainnya,Tegal Alur Animal Rescue Center
198,-6.37515757753941,106.705153113124,Anjing,Rainbow Sanctuary Indonesia
199,-6.3753549486265,106.708293551492,Anjing,Rainbow Sanctuary Indonesia
200,-6.37804421429873,106.707650455028,Anjing,Rainbow Sanctuary Indonesia
201,-6.37348487920361,106.705539442274,Anjing,Rainbow Sanctuary Indonesia
202,-6.3773498611641,106.707556106763,Anjing,Rainbow Sanctuary Indonesia
203,-6.38255657776349,106.704100752369,Anjing,Rainbow Sanctuary Indonesia
204,-6.36319660204293,106.704417610459,Anjing,Rainbow Sanctuary Indonesia
205,-6.37675559260264,106.714921051492,Anjing,Rainbow Sanctuary Indonesia
206,-6.38238171734418,106.713725086136,Anjing,Rainbow Sanctuary Indonesia
207,-6.38506062815352,106.707210693821,Anjing,Rainbow Sanctuary Indonesia
208,-6.37981251428574,106.705955620795,Anjing,Rainbow Sanctuary Indonesia
209,-6.38158208045259,106.710767466066,Anjing,Rainbow Sanctuary Indonesia
210,-6.36857358628783,106.702908301477,Anjing,Rainbow Sanctuary Indonesia
211,-6.38681391194337,106.709888109185,Anjing,Rainbow Sanctuary Indonesia
212,-6.3873409219764,106.691254893403,Anjing,Shelter Melati Gunung Sindur
213,-6.38679254626171,106.68652993615,Anjing,Shelter Melati Gunung Sindur
214,-6.39144693552429,106.693776105241,Anjing,Shelter Melati Gunung Sindur
215,-6.39457277806842,106.690422372681,Anjing,Shelter Melati Gunung Sindur
216,-6.38302945461226,106.689891293343,Anjing,Shelter Melati Gunung Sindur
217,-6.387102344287,106.69367984552,Anjing,Shelter Melati Gunung Sindur
218,-6.38683479746095,106.684073076362,Anjing,Shelter Melati Gunung Sindur
219,-6.3825548635029,106.690680427385,Anjing,Shelter Melati Gunung Sindur
220,-6.39526239230763,106.688661030475,Anjing,Shelter Melati Gunung Sindur
221,-6.38986731379591,106.694755470368,Anjing,Shelter Melati Gunung Sindur
222,-6.24998785760777,106.865452995946,Kucing,Adopsi kucing ras jakarta
223,-6.24685708010725,106.851200144636,Kucing,Adopsi kucing ras jakarta
224,-6.24770568660076,106.864596769367,Kucing,Adopsi kucing ras jakarta
225,-6.25322356270019,106.856156461549,Kucing,Adopsi kucing ras jakarta
226,-6.24703122202988,106.864797509919,Kucing,Adopsi kucing ras jakarta
227,-6.25120045384939,106.862450285212,Kucing,Adopsi kucing ras jakarta
228,-6.24683093392757,106.85349274984,Kucing,Adopsi kucing ras jakarta
229,-6.24088998776205,106.862283200592,Kucing,Adopsi kucing ras jakarta
230,-6.2534341991828,106.860877697839,Kucing,Adopsi kucing ras jakarta
231,-6.24761091534101,106.855066416384,Kucing,Adopsi kucing ras jakarta
232,-6.25433691855209,106.862581572696,Kucing,Adopsi kucing ras jakarta
233,-6.24257466328693,106.864947649466,Kucing,Adopsi kucing ras jakarta
234,-6.23840711616541,106.863616046228,Kucing,Adopsi kucing ras jakarta
235,-6.24207523894779,106.860922329747,Kucing,Adopsi kucing ras jakarta
236,-8.62488891584863,115.202155471065,Lainnya,Ali Chiken Shop Home
237,-8.62320964782754,115.190187199684,Lainnya,Ali Chiken Shop Home
238,-8.62007934437926,115.195914607759,Lainnya,Ali Chiken Shop Home
239,-8.618091305292,115.194712388985,Lainnya,Ali Chiken Shop Home
240,-8.62892436338313,115.201271061161,Lainnya,Ali Chiken Shop Home
241,-8.62283871087284,115.195756582526,Lainnya,Ali Chiken Shop Home
242,-8.62032177683659,115.191717698299,Lainnya,Ali Chiken Shop Home
243,-8.62858350973154,115.196375330897,Lainnya,Ali Chiken Shop Home
244,-8.62710833938094,115.204465162386,Lainnya,Ali Chiken Shop Home
245,-8.62166207467043,115.190680085713,Lainnya,Ali Chiken Shop Home
246,-8.62466429001224,115.193171885995,Lainnya,Ali Chiken Shop Home
247,-8.62293258209889,115.203626729669,Lainnya,Ali Chiken Shop Home
248,-8.62024527458992,115.195763678957,Lainnya,Ali Chiken Shop Home
249,-8.61796376293565,115.206341457053,Lainnya,Ali Chiken Shop Home
250,5.52383250720872,95.3095549401155,Lainnya,Ambi MURAI BATU
251,5.50525098921908,95.31587548675489,Lainnya,Ambi MURAI BATU
252,5.52469781018264,95.29732941674061,Lainnya,Ambi MURAI BATU
253,5.50936779551893,95.30639061881341,Lainnya,Ambi MURAI BATU
254,5.51506930001595,95.2737098289811,Lainnya,Ambi MURAI BATU
255,5.52675236866349,95.2797740836211,Lainnya,Ambi MURAI BATU
256,5.53492781330992,95.2809069776409,Lainnya,Ambi MURAI BATU
257,5.51379413700337,95.2870440587097,Lainnya,Ambi MURAI BATU
258,5.53108957225124,95.2914363064811,Lainnya,Ambi MURAI BATU
259,5.53555424243165,95.2839048706132,Lainnya,Ambi MURAI BATU
260,5.52845981702325,95.3016265720153,Lainnya,Ambi MURAI BATU
261,5.53270979250504,95.2954047685352,Lainnya,Ambi MURAI BATU
262,5.53357476367129,95.27543922208649,Lainnya,Ambi MURAI BATU
263,5.5207246662241,95.286947456291,Lainnya,Ambi MURAI BATU
264,-7.70969359805055,110.445871915127,Anjing,Animal lover jogja Shelter “ fortune Life “
265,-7.69738292190229,110.438029333919,Anjing,Animal lover jogja Shelter “ fortune Life “
266,-7.71395345495962,110.442978449603,Anjing,Animal lover jogja Shelter “ fortune Life “
267,-7.70767744099466,110.437920303972,Anjing,Animal lover jogja Shelter “ fortune Life “
268,-7.70844735362271,110.446897127134,Anjing,Animal lover jogja Shelter “ fortune Life “
269,-7.69529368207196,110.450000425386,Anjing,Animal lover jogja Shelter “ fortune Life “
270,-7.69851198479041,110.462946594173,Anjing,Animal lover jogja Shelter “ fortune Life “
271,-7.70190148733571,110.463346681885,Anjing,Animal lover jogja Shelter “ fortune Life “
272,-7.71192211059716,110.436271540299,Anjing,Animal lover jogja Shelter “ fortune Life “
273,-7.70021431198469,110.462607879644,Anjing,Animal lover jogja Shelter “ fortune Life “
274,-7.69321009753589,110.460128952754,Anjing,Animal lover jogja Shelter “ fortune Life “
275,-7.6989696591926,110.459789427932,Anjing,Animal lover jogja Shelter “ fortune Life “
276,-7.70225797303653,110.457957959052,Anjing,Animal lover jogja Shelter “ fortune Life “
277,-7.70568697949293,110.464917420204,Anjing,Animal lover jogja Shelter “ fortune Life “
278,-6.4176410557511,106.677322831009,Anjing,Animals Hope Gunung Sindur
279,-6.41337727404443,106.683090832789,Anjing,Animals Hope Gunung Sindur
280,-6.40808745209421,106.691964703266,Anjing,Animals Hope Gunung Sindur
281,-6.41559405049392,106.696767726241,Anjing,Animals Hope Gunung Sindur
282,-6.39864113671893,106.683631780643,Anjing,Animals Hope Gunung Sindur
283,-6.39757369595099,106.679683721677,Anjing,Animals Hope Gunung Sindur
284,-6.40763030176435,106.675342259143,Anjing,Animals Hope Gunung Sindur
285,-6.40701260950894,106.671598653447,Anjing,Animals Hope Gunung Sindur
286,-6.39664372877247,106.68527649076,Anjing,Animals Hope Gunung Sindur
287,-6.40557264750188,106.698029489861,Anjing,Animals Hope Gunung Sindur
288,-6.40670377934521,106.683316621836,Anjing,Animals Hope Gunung Sindur
289,-6.41372224637387,106.676217385473,Anjing,Animals Hope Gunung Sindur
290,-6.4183314059998,106.692109409897,Anjing,Animals Hope Gunung Sindur
291,-6.4167776501588,106.692753102505,Anjing,Animals Hope Gunung Sindur
292,-8.16538512019653,114.353192817589,Kucing,Annur Cat House Banyuwangi
293,-8.18814837045066,114.393131559484,Kucing,Annur Cat House Banyuwangi
294,-8.1743086950093,114.353611574203,Kucing,Annur Cat House Banyuwangi
295,-8.18186783205419,114.385876084498,Kucing,Annur Cat House Banyuwangi
296,-8.16184260360427,114.380646163782,Kucing,Annur Cat House Banyuwangi
297,-8.16032592101045,114.351414245896,Kucing,Annur Cat House Banyuwangi
298,-8.18374932222435,114.350556738244,Kucing,Annur Cat House Banyuwangi
299,-8.1725923747576,114.361547372594,Kucing,Annur Cat House Banyuwangi
300,-8.19046355774038,114.3755097012,Kucing,Annur Cat House Banyuwangi
301,-8.16945914702767,114.354305931081,Kucing,Annur Cat House Banyuwangi
302,-8.17980643795155,114.356380573324,Kucing,Annur Cat House Banyuwangi
303,-8.18693905915336,114.370925448156,Kucing,Annur Cat House Banyuwangi
304,-8.19418789831386,114.378554726307,Kucing,Annur Cat House Banyuwangi
305,-8.16850523808324,114.34957302923,Kucing,Annur Cat House Banyuwangi
306,-8.69492463788904,115.244929871138,Kucing,BALI ANIMAL DEFENDER
307,-8.69771690487289,115.216557728998,Anjing,BALI ANIMAL DEFENDER
308,-8.69926571757807,115.23257390406,Kucing,BALI ANIMAL DEFENDER
309,-8.6989420942823,115.24863988479,Anjing,BALI ANIMAL DEFENDER
310,-8.7040540136965,115.221181247772,Kucing,BALI ANIMAL DEFENDER
311,-8.70191397237742,115.239703950426,Anjing,BALI ANIMAL DEFENDER
312,-8.6977664761874,115.243881679381,Kucing,BALI ANIMAL DEFENDER
313,-8.6976884465421,115.236030759618,Anjing,BALI ANIMAL DEFENDER
314,-8.69895119758563,115.249312066794,Kucing,BALI ANIMAL DEFENDER
315,-8.69317040235048,115.219581704,Anjing,BALI ANIMAL DEFENDER
316,-8.70591820485648,115.226416688894,Kucing,BALI ANIMAL DEFENDER
317,-8.70304117433945,115.235902228736,Anjing,BALI ANIMAL DEFENDER
318,-8.69624255871415,115.245315887161,Kucing,BALI ANIMAL DEFENDER
319,-8.70559128330376,115.244395042494,Anjing,BALI ANIMAL DEFENDER
320,-8.70063965872907,115.221117990026,Kucing,BALI ANIMAL DEFENDER
321,-8.6945736504957,115.228382959547,Anjing,BALI ANIMAL DEFENDER
322,-8.70793187622616,115.226210014648,Kucing,BALI ANIMAL DEFENDER
323,-8.69764342113667,115.224548121851,Anjing,BALI ANIMAL DEFENDER
324,-8.70535498125258,115.228673089051,Kucing,BALI ANIMAL DEFENDER
325,-8.70397677188021,115.227641433473,Anjing,BALI ANIMAL DEFENDER
326,-8.70103975698785,115.244351983071,Kucing,BALI ANIMAL DEFENDER
327,-8.7092649921676,115.233976119583,Anjing,BALI ANIMAL DEFENDER
328,-8.70294296446651,115.227169188387,Kucing,BALI ANIMAL DEFENDER
329,-8.69756979743008,115.220303270703,Anjing,BALI ANIMAL DEFENDER
330,-8.69726505803711,115.240574064682,Kucing,BALI ANIMAL DEFENDER
331,-8.70055598273683,115.251233406381,Anjing,BALI ANIMAL DEFENDER
332,-8.69413983385978,115.24485856148,Kucing,BALI ANIMAL DEFENDER
333,-8.70968124024518,115.247909028284,Anjing,BALI ANIMAL DEFENDER
334,-8.4394125598616,115.037387820449,Anjing,Bali Dog Association Sanctuary
335,-8.4328967763321,115.078158645005,Anjing,Bali Dog Association Sanctuary
336,-8.46107451934441,115.090759474959,Anjing,Bali Dog Association Sanctuary
337,-8.42097033832589,115.067073009652,Anjing,Bali Dog Association Sanctuary
338,-8.45076359434762,115.056970971946,Anjing,Bali Dog Association Sanctuary
339,-8.41336848301516,115.062103886089,Anjing,Bali Dog Association Sanctuary
340,-8.43255609357836,115.063604131894,Anjing,Bali Dog Association Sanctuary
341,-8.43420361160202,115.024136430404,Anjing,Bali Dog Association Sanctuary
342,-8.44019239840504,115.033222341234,Anjing,Bali Dog Association Sanctuary
343,-8.43585878354624,115.007041620971,Anjing,Bali Dog Association Sanctuary
344,-8.41164476340038,115.068441619522,Anjing,Bali Dog Association Sanctuary
345,-8.42913508361508,115.026060776792,Anjing,Bali Dog Association Sanctuary
346,-8.44858831849981,115.090783051162,Anjing,Bali Dog Association Sanctuary
347,-8.46186471655204,115.048375763815,Anjing,Bali Dog Association Sanctuary
348,-8.46513293932609,115.359131714759,Anjing,Bali house dog rescue by nia nia
349,-8.43564565376312,115.295575144156,Anjing,Bali house dog rescue by nia nia
350,-8.46018939759268,115.352346820296,Anjing,Bali house dog rescue by nia nia
351,-8.42673343118479,115.282390274347,Anjing,Bali house dog rescue by nia nia
